,target_url,target_date,target_site,target_attributions,source_0,source_0_date,source_0_site,source_0_overlap,source_0_attributions,source_1,source_1_date,source_1_site,source_1_overlap,source_1_attributions,source_2,source_2_date,source_2_site,source_2_overlap,source_2_attributions,source_3,source_3_date,source_3_site,source_3_overlap,source_3_attributions,source_4,source_4_date,source_4_site,source_4_overlap,source_4_attributions,classification
131,https://www.capitalfm.co.ke/news/2022/02/russian-president-putin-gives-exclusive-interview-to-china-media-group,2022-02-04,capitalfm.co.ke,CGTN,https://africa.cgtn.com/2022/02/03/russian-president-putin-gives-exclusive-interview-to-china-media-group,2022-02-03,africa.cgtn.com,0.6190476190476191,,,,,,,,,,,,,,,,,,,,,,state-media
133,https://www.capitalfm.co.ke/news/2022/11/xi-focus-xi-calls-for-scaling-up-global-action-on-wetlands-conservation-as-cop14-opens,2022-11-05,capitalfm.co.ke,XINHUA,http://www.chinadaily.com.cn/a/202211/05/WS63662bfca3105ca1f22743db.html,2022-11-05,chinadaily.com.cn,0.5,Xinhua,http://en.people.cn/n3/2022/1107/c90000-10167741.html,2022-11-07,en.people.cn,0.5,Xinhua,https://www.chinadaily.com.cn/a/202211/05/WS63662bfca3105ca1f22743db.html,2022-11-05,chinadaily.com.cn,0.5,Xinhua,,,,,,,,,,,state-media
134,https://www.capitalfm.co.ke/news/2022/07/amb-zhou-pingjian-the-so-called-debt-trap-is-pure-disinformation-dont-tarnish-china-africa-cooperation,2022-07-01,capitalfm.co.ke,Zhou Pingjian,http://ke.china-embassy.gov.cn/eng/zxyw/202207/t20220704_10715198.htm,2022-07-04,ke.china-embassy.gov.cn,0.5142857142857142,,,,,,,,,,,,,,,,,,,,,,state-media
136,https://www.standardmedia.co.ke/branding-voice/article/2001458688/chinese-modernization-written-into-key-cpc-congress-report,2022-07-02,standardmedia.co.ke,Xinhua,http://www.ecns.cn/news/politics/2022-10-19/detail-ihcfacfv5463471.shtml,2022-10-19,ecns.cn,0.7931034482758621,Xinhua,http://en.people.cn/n3/2022/1019/c90000-10160706.html,2022-10-19,en.people.cn,0.8275862068965517,Xinhua,,,,,,,,,,,,,,,,state-media
137,https://www.standardmedia.co.ke/business/branding-voice/article/2001459108/profile-xi-jinping-leads-china-on-new-journey,2022-10-26,standardmedia.co.ke,,http://en.people.cn/n3/2022/1025/c90000-10162944.html,2022-10-25,en.people.cn,0.8279569892473119,Xinhua,https://english.news.cn/20221025/97bce6c7614242f5a6e0c3ecf5e837ee/c.html,2022-10-25,english.news.cn,0.8279569892473119,Xinhua,https://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7849462365591398,Xinhua,http://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7849462365591398,Xinhua,https://english.news.cn/20221025/385587f560a74705b6a7eb6db49c7f41/c.html,2022-10-25,english.news.cn,0.8279569892473119,Xinhua,unattributed
138,https://www.standardmedia.co.ke/sports/branding-voice/article/2001461610/world-insights-china-africa-cooperation-sheds-light-on-inclusive-development,2022-11-22,standardmedia.co.ke,,http://en.people.cn/n3/2022/1118/c90000-10173495.html,2022-11-18,en.people.cn,0.7647058823529411,Xinhua,,,,,,,,,,,,,,,,,,,,,unattributed
139,https://www.standardmedia.co.ke/business/amp/football/article/2001460863/i-keep-my-father-and-son-ashes-in-the-house-ronaldos-tell-all-interview-finally-broadcasted,2022-11-17,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202211/18/WS6376d7d1a31049175432a77b.html,2022-11-18,chinadaily.com.cn,0.55,,http://www.chinadaily.com.cn/a/202211/18/WS6376d7d1a31049175432a77b.html,2022-11-18,chinadaily.com.cn,0.55,,,,,,,,,,,,,,,,,unattributed
140,https://www.standardmedia.co.ke/sports/branding-voice/article/2001458058/world-expects-new-march-of-cpc-after-extraordinary-decade,2022-10-14,standardmedia.co.ke,,http://en.people.cn/n3/2022/1007/c90000-10155032.html,2022-10-07,en.people.cn,0.8857142857142857,Xinhua,https://english.news.cn/20221006/82aa68ce353e4319af33cd0cc3489ca3/c.html,2022-10-06,english.news.cn,0.7714285714285715,Xinhua,https://www.chinadaily.com.cn/a/202210/06/WS633e9fa0a310fd2b29e7b23d.html,2022-10-06,chinadaily.com.cn,0.7714285714285715,Xinhua,,,,,,,,,,,unattributed
141,https://www.standardmedia.co.ke/business/volleyball-and-handball/article/2001458330/fivb-expands-mens-and-womens-worlds-to-32-teams,2022-10-17,standardmedia.co.ke,,http://en.people.cn/n3/2022/1017/c90000-10159844.html,2022-10-17,en.people.cn,0.6363636363636364,Xinhua,,,,,,,,,,,,,,,,,,,,,unattributed
142,https://www.standardmedia.co.ke/business/football/article/2001458072/europa-league-mctominay-rescues-man-united-with-93rd-minute-winner-vs-omonia,2022-10-14,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.6363636363636364,,https://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.6363636363636364,,,,,,,,,,,,,,,,,unattributed
143,https://www.standardmedia.co.ke/business/amp/football/article/2001458071/europa-league-sakas-first-half-strike-earns-arsenal-narrow-win-over-bodoglimt,2022-10-13,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.8333333333333334,,https://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.8333333333333334,,,,,,,,,,,,,,,,,unattributed
145,https://www.standardmedia.co.ke/sports/sports/article/2001461135/france-star-karim-benzema-out-of-world-cup-over-leg-injury,2022-11-20,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202211/20/WS63797638a31049175432ac74.html,2022-11-20,chinadaily.com.cn,0.5,,http://www.chinadaily.com.cn/a/202211/20/WS63797638a31049175432ac74.html,2022-11-20,chinadaily.com.cn,0.5,,,,,,,,,,,,,,,,,unattributed
146,https://www.standardmedia.co.ke/article/2001460820/chinas-vision-of-global-governance-for-addressing-common-challenges,2022-11-13,standardmedia.co.ke,Xinhua,http://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,http://en.people.cn/n3/2022/1114/c90000-10171061.html,2022-11-14,en.people.cn,0.7567567567567568,Xinhua,https://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,,,,,,,,,,,state-media
147,https://www.standardmedia.co.ke/article/2001460388/xi-addresses-ciie-calls-for-joint-efforts-for-bright-future-of-openness-prosperity,2022-11-04,standardmedia.co.ke,Xinhua,http://en.people.cn/n3/2022/1105/c90000-10167597.html,2022-11-05,en.people.cn,0.8214285714285714,Xinhua,https://english.news.cn/20221105/552150cb74d44de786e78b502158b5b7/c.html,2022-11-05,english.news.cn,0.8214285714285714,Xinhua,,,,,,,,,,,,,,,,state-media
148,https://www.standardmedia.co.ke/sports/football/article/2001457455/real-madrid-beat-shakhtar-to-stay-perfect-in-champions-league,2022-10-06,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/07/WS633f781fa310fd2b29e7b31f.html,2022-10-07,chinadaily.com.cn,0.6842105263157895,China Daily,https://www.chinadaily.com.cn/a/202210/07/WS633f781fa310fd2b29e7b31f.html,2022-10-07,chinadaily.com.cn,0.6842105263157895,China Daily,,,,,,,,,,,,,,,,unattributed
149,https://www.standardmedia.co.ke/testbed/article/2001460388/xi-addresses-ciie-calls-for-joint-efforts-for-bright-future-of-openness-prosperity,2022-11-04,standardmedia.co.ke,Xinhua,http://en.people.cn/n3/2022/1105/c90000-10167597.html,2022-11-05,en.people.cn,0.8214285714285714,Xinhua,https://english.news.cn/20221105/552150cb74d44de786e78b502158b5b7/c.html,2022-11-05,english.news.cn,0.8214285714285714,Xinhua,,,,,,,,,,,,,,,,state-media
151,https://www.standardmedia.co.ke/testbed/sports/sports/article/2001461135/france-star-karim-benzema-out-of-world-cup-over-leg-injury,2022-11-20,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202211/20/WS63797638a31049175432ac74.html,2022-11-20,chinadaily.com.cn,0.5,,http://www.chinadaily.com.cn/a/202211/20/WS63797638a31049175432ac74.html,2022-11-20,chinadaily.com.cn,0.5,,,,,,,,,,,,,,,,,unattributed
152,https://www.standardmedia.co.ke/branding-voice/article/2001460820/chinas-vision-of-global-governance-for-addressing-common-challenges,2022-11-13,standardmedia.co.ke,Xinhua,http://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,http://en.people.cn/n3/2022/1114/c90000-10171061.html,2022-11-14,en.people.cn,0.7567567567567568,Xinhua,https://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,,,,,,,,,,,state-media
153,https://www.standardmedia.co.ke/sports/football/article/2001460670/ronaldos-future-at-man-united-after-explosive-tv-interview-with-piers-morgan,2022-11-15,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202211/16/WS637436c7a310491754329f4d.html,2022-11-16,chinadaily.com.cn,0.8787878787878788,,http://www.chinadaily.com.cn/a/202211/16/WS637436c7a310491754329f4d.html,2022-11-16,chinadaily.com.cn,0.8787878787878788,,,,,,,,,,,,,,,,,unattributed
154,https://www.standardmedia.co.ke/sports/motorsport/article/2001457701/verstappen-takes-2nd-drivers-title-with-japanese-gp-win,2022-10-09,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202210/10/WS63435386a310fd2b29e7b742.html,2022-10-10,chinadaily.com.cn,0.6363636363636364,,http://www.chinadaily.com.cn/a/202210/10/WS63435386a310fd2b29e7b742.html,2022-10-10,chinadaily.com.cn,0.6363636363636364,,,,,,,,,,,,,,,,,unattributed
155,https://www.standardmedia.co.ke/testbed/branding-voice/article/2001458688/chinese-modernization-written-into-key-cpc-congress-report,2022-07-02,standardmedia.co.ke,Xinhua,http://www.ecns.cn/news/politics/2022-10-19/detail-ihcfacfv5463471.shtml,2022-10-19,ecns.cn,0.7931034482758621,Xinhua,http://en.people.cn/n3/2022/1019/c90000-10160706.html,2022-10-19,en.people.cn,0.8275862068965517,Xinhua,,,,,,,,,,,,,,,,state-media
156,https://www.standardmedia.co.ke/testbed/branding-voice/article/2001457523/foreign-officials-experts-wish-20th-cpc-national-congress-success-during-celebrations-of-chinas-national-day,2022-10-01,standardmedia.co.ke,Xinhua,http://en.people.cn/n3/2022/1003/c90000-10154540.html,2022-10-03,en.people.cn,0.782608695652174,Xinhua,http://www.ecns.cn/news/2022-10-03/detail-ihcepfvq8476728.shtml,2022-10-03,ecns.cn,0.6521739130434783,Xinhua,,,,,,,,,,,,,,,,state-media
157,https://www.standardmedia.co.ke/testbed/sports/branding-voice/article/2001461610/world-insights-china-africa-cooperation-sheds-light-on-inclusive-development,2022-11-22,standardmedia.co.ke,,http://en.people.cn/n3/2022/1118/c90000-10173495.html,2022-11-18,en.people.cn,0.7647058823529411,Xinhua,,,,,,,,,,,,,,,,,,,,,unattributed
158,https://www.the-star.co.ke/news/world/2022-11-22-death-toll-of-indonesias-quake-rises-to-162,2022-11-22,the-star.co.ke,XINHUA,http://en.people.cn/n3/2022/1122/c90000-10174461.html,2022-11-22,en.people.cn,0.6,Xinhua,,,,,,,,,,,,,,,,,,,,,state-media
159,https://www.standardmedia.co.ke/testbed/business/amp/football/article/2001458072/europa-league-mctominay-rescues-man-united-with-93rd-minute-winner-vs-omonia,2022-10-14,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.875,,https://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.875,,,,,,,,,,,,,,,,,unattributed
160,https://www.standardmedia.co.ke/sports/branding-voice/article/2001459108/profile-xi-jinping-leads-china-on-new-journey,2022-10-26,standardmedia.co.ke,,http://en.people.cn/n3/2022/1025/c90000-10162944.html,2022-10-25,en.people.cn,0.8172043010752689,Xinhua,https://english.news.cn/20221025/97bce6c7614242f5a6e0c3ecf5e837ee/c.html,2022-10-25,english.news.cn,0.8172043010752689,Xinhua,https://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7741935483870968,Xinhua,http://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7741935483870968,Xinhua,https://english.news.cn/20221025/385587f560a74705b6a7eb6db49c7f41/c.html,2022-10-25,english.news.cn,0.8172043010752689,Xinhua,unattributed
162,https://www.capitalfm.co.ke/business/2022/07/kenya-surpasses-south-africa-as-continents-top-avocado-exporter,2022-07-05,capitalfm.co.ke,CGTN,https://africa.cgtn.com/2022/06/30/kenya-surpasses-south-africa-as-continents-top-avocado-exporter,2022-06-30,africa.cgtn.com,0.5806451612903226,,,,,,,,,,,,,,,,,,,,,,state-media
163,https://www.capitalfm.co.ke/business/2022/05/kenyan-women-broaden-revenue-streams-through-basket-weaving,2022-05-08,capitalfm.co.ke,XINHUA,http://www.chinadaily.com.cn/a/202205/14/WS627ee36ca310fd2b29e5ca73.html,2022-05-14,chinadaily.com.cn,0.6052631578947368,Xinhua,https://www.chinadaily.com.cn/a/202205/14/WS627ee36ca310fd2b29e5ca73.html,2022-05-14,chinadaily.com.cn,0.6052631578947368,Xinhua,,,,,,,,,,,,,,,,state-media
164,https://www.standardmedia.co.ke/business/amp/africa/article/2001458014/africa-on-its-own-little-help-in-epidemics-says-official,2022-10-13,standardmedia.co.ke,,https://africa.cgtn.com/2022/10/12/africa-on-its-own-little-help-in-epidemics-says-africa-cdc-official,2022-10-12,africa.cgtn.com,1.0,,,,,,,,,,,,,,,,,,,,,,unattributed
165,https://www.standardmedia.co.ke/testbed/business/amp/football/article/2001458071/europa-league-sakas-first-half-strike-earns-arsenal-narrow-win-over-bodoglimt,2022-10-13,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.8333333333333334,,https://www.chinadaily.com.cn/a/202210/14/WS6348b72fa310fd2b29e7c65a.html,2022-10-14,chinadaily.com.cn,0.8333333333333334,,,,,,,,,,,,,,,,,unattributed
166,https://www.standardmedia.co.ke/sports/football/article/2001459748/17-days-to-go-tottenhams-son-forced-off-hurt-in-champions-league-game,2022-11-03,standardmedia.co.ke,,https://www.chinadaily.com.cn/a/202211/02/WS6361c19fa310fd2b29e7fc9d.html,2022-11-02,chinadaily.com.cn,0.5555555555555556,,http://www.chinadaily.com.cn/a/202211/02/WS6361c19fa310fd2b29e7fc9d.html,2022-11-02,chinadaily.com.cn,0.5555555555555556,,,,,,,,,,,,,,,,,unattributed
167,https://www.standardmedia.co.ke/business/branding-voice/article/2001460388/xi-addresses-ciie-calls-for-joint-efforts-for-bright-future-of-openness-prosperity,2022-11-11,standardmedia.co.ke,,http://en.people.cn/n3/2022/1105/c90000-10167597.html,2022-11-05,en.people.cn,0.8461538461538461,Xinhua,https://english.news.cn/20221105/552150cb74d44de786e78b502158b5b7/c.html,2022-11-05,english.news.cn,0.8461538461538461,Xinhua,,,,,,,,,,,,,,,,unattributed
168,https://www.standardmedia.co.ke/testbed/article/2001460820/chinas-vision-of-global-governance-for-addressing-common-challenges,2022-11-13,standardmedia.co.ke,Xinhua,http://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,http://en.people.cn/n3/2022/1114/c90000-10171061.html,2022-11-14,en.people.cn,0.7567567567567568,Xinhua,https://www.chinadaily.com.cn/a/202211/14/WS63722bb2a310491754329a15.html,2022-11-14,chinadaily.com.cn,0.7567567567567568,Xinhua,,,,,,,,,,,state-media
170,https://www.standardmedia.co.ke/testbed/africa/article/2001458550/uganda-to-deploy-ebola-vaccine-in-two-weeks-says-who-official,2022-09-29,standardmedia.co.ke,,https://africa.cgtn.com/2022/10/19/uganda-to-deploy-ebola-vaccine-in-2-weeks-says-who-official,2022-10-19,africa.cgtn.com,0.7058823529411765,,,,,,,,,,,,,,,,,,,,,,unattributed
174,https://www.standardmedia.co.ke/world/article/2001457077/court-dismisses-maasai-eviction-case-against-tanzania,2022-06-17,standardmedia.co.ke,,https://africa.cgtn.com/2022/10/01/east-african-court-dismisses-maasai-eviction-case-against-tanzania,2022-10-01,africa.cgtn.com,0.6428571428571429,,,,,,,,,,,,,,,,,,,,,,unattributed
177,https://www.standardmedia.co.ke/testbed/branding-voice/article/2001459108/profile-xi-jinping-leads-china-on-new-journey,2022-10-23,standardmedia.co.ke,Xinhua,http://en.people.cn/n3/2022/1025/c90000-10162944.html,2022-10-25,en.people.cn,0.8105263157894737,Xinhua,https://english.news.cn/20221025/97bce6c7614242f5a6e0c3ecf5e837ee/c.html,2022-10-25,english.news.cn,0.8105263157894737,Xinhua,https://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7684210526315789,Xinhua,http://www.chinadaily.com.cn/a/202210/25/WS63573222a310fd2b29e7e505.html,2022-10-25,chinadaily.com.cn,0.7684210526315789,Xinhua,https://english.news.cn/20221025/385587f560a74705b6a7eb6db49c7f41/c.html,2022-10-25,english.news.cn,0.8105263157894737,Xinhua,state-media
178,https://www.standardmedia.co.ke/sports/football/article/2001459500/fifa-report-shows-growth-in-womens-football,2022-10-31,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202211/01/WS636071cea310fd2b29e7f96c.html,2022-11-01,chinadaily.com.cn,0.5238095238095238,,https://www.chinadaily.com.cn/a/202211/01/WS636071cea310fd2b29e7f96c.html,2022-11-01,chinadaily.com.cn,0.5238095238095238,,,,,,,,,,,,,,,,,unattributed
179,https://www.standardmedia.co.ke/testbed/business/branding-voice/article/2001458688/chinese-modernization-written-into-key-cpc-congress-report,2022-10-21,standardmedia.co.ke,,http://www.ecns.cn/news/politics/2022-10-19/detail-ihcfacfv5463471.shtml,2022-10-19,ecns.cn,0.8518518518518519,Xinhua,http://en.people.cn/n3/2022/1019/c90000-10160706.html,2022-10-19,en.people.cn,0.8888888888888888,Xinhua,,,,,,,,,,,,,,,,unattributed
180,https://www.standardmedia.co.ke/business/amp/football/article/2001457499/guardiola-breaks-silence-on-haalands-future-after-reports-he-could-already-be-planning-a-move-out,2022-10-06,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/07/WS633f77c6a310fd2b29e7b319.html,2022-10-07,chinadaily.com.cn,0.8484848484848485,China Daily,https://www.chinadaily.com.cn/a/202210/07/WS633f77c6a310fd2b29e7b319.html,2022-10-07,chinadaily.com.cn,0.8484848484848485,China Daily,,,,,,,,,,,,,,,,unattributed
181,https://www.capitalfm.co.ke/news/2022/10/holiday-spending-reflects-upturn-in-chinas-consumer-market,2022-10-05,capitalfm.co.ke,CGTN,https://www.chinadaily.com.cn/a/202210/04/WS633c0048a310fd2b29e7afc0.html,2022-10-04,chinadaily.com.cn,0.7083333333333334,Xinhua,http://www.chinadaily.com.cn/a/202210/04/WS633c0048a310fd2b29e7afc0.html,2022-10-04,chinadaily.com.cn,0.7083333333333334,Xinhua,http://en.people.cn/n3/2022/1005/c90000-10154813.html,2022-10-05,en.people.cn,0.7083333333333334,Xinhua,https://www.ecns.cn/travel/2022-10-05/detail-ihcetnnq6238963.shtml,2022-10-05,ecns.cn,0.7083333333333334,Xinhua,http://www.ecns.cn/travel/2022-10-05/detail-ihcetnnq6238963.shtml,2022-10-05,ecns.cn,0.7083333333333334,Xinhua,state-media
183,https://www.standardmedia.co.ke/testbed/business/football/article/2001460785/4-days-to-go-messi-reveals-potential-winners-of-2022-world-cup,2022-11-16,standardmedia.co.ke,,http://english.news.cn/20221116/3fb2b9c10b3542f7957d08e6868f442e/c.html,2022-11-16,english.news.cn,0.6923076923076923,Xinhua,http://english.news.cn/20221116/3f3217dbfb8a4b85a9bb2120fe8b0c2e/c.html,2022-11-16,english.news.cn,0.6923076923076923,Xinhua,,,,,,,,,,,,,,,,unattributed
184,https://www.standardmedia.co.ke/business/football/article/2001457499/guardiola-breaks-silence-on-haalands-future-after-reports-he-could-already-be-planning-a-move-out,2022-10-06,standardmedia.co.ke,,http://www.chinadaily.com.cn/a/202210/07/WS633f77c6a310fd2b29e7b319.html,2022-10-07,chinadaily.com.cn,0.7777777777777778,China Daily,https://www.chinadaily.com.cn/a/202210/07/WS633f77c6a310fd2b29e7b319.html,2022-10-07,chinadaily.com.cn,0.7777777777777778,China Daily,,,,,,,,,,,,,,,,unattributed
